"ENSEMBL","SYMBOL","sexBias","KDM5C_binding","Promo_CGI","seqnames","start","end","gene_name","TSS","pvalue","qvalue","meth.diff"
"ENSMUSG00000053184","Spaca3","XY","Unbound","no","chr11",80857866,80858865,"Spaca3",80858365,0.609841134208422,0.584383353752554,2.13286713286713
"ENSMUSG00000053194","Cib4","XY","Unbound","no","chr5",30545337,30546336,"Cib4",30545836,0.00750163679319954,0.0287444734881003,15.4622023500052
"ENSMUSG00000053251","Olfr212","XY","Unbound","no","chr6",116506017,116507016,"Olfr212",116506516,0.0126491039748307,0.0428400820511578,7.61958629605689
"ENSMUSG00000053375","Atp6v1e2","XY","Unbound","no","chr17",86947398,86948397,"Atp6v1e2",86947897,0.181388534604693,0.297000410230863,3.03505241978185
"ENSMUSG00000053624","Gykl1","XY","Unbound","no","chr18",52693191,52694190,"Gykl1",52693690,0.012394448099344,0.042603613936248,4.87845573324435
"ENSMUSG00000053654","Krt42","XY","Unbound","CGI","chr11",100269372,100270371,"Krt42",100269871,0.59623983172024,0.577507162452274,-0.772175131010167
"ENSMUSG00000053742","Gm5114","XY","Unbound","no","chr7",39412661,39413660,"Gm5114",39413160,0.248174272243288,0.353166530431235,9.328968903437
"ENSMUSG00000053783","1700016K19Rik","XY","Unbound","CGI","chr11",75999413,76000412,"1700016K19Rik",75999912,0.00484560783966253,0.0208774129143586,5.76967538559354
"ENSMUSG00000053856","Dnajc5g","XY","Unbound","no","chr5",31105786,31106785,"Dnajc5g",31106285,0.639191985236186,0.598872796538758,1.26488095238095
"ENSMUSG00000053868","Gm5142","XY","Unbound","no","chr14",59178250,59179249,"Gm5142",59178749,0.0277025622474834,0.0773149151704227,-8.98701298701299
"ENSMUSG00000053873","Aym1","XY","Unbound","no","chr5",113356795,113357794,"Aym1",113357294,0.0488107387610001,0.124687364898112,-5.32277352828359
"ENSMUSG00000053896","4933409G03Rik","XY","Unbound","no","chr2",68581914,68582913,"4933409G03Rik",68582413,0.0145628774845635,0.0467888486226944,9.08218125960061
"ENSMUSG00000053909","Rhox10","XY","Unbound","no","chrX",38065976,38066975,"Rhox10",38066475,0.000150192144583203,0.000988887814953858,-10.2242668200115
"ENSMUSG00000053914","Kdm4d","XY","Unbound","CGI","chr9",14499983,14500982,"Kdm4d",14500482,0.161020509985911,0.279306204986713,1.32522953575585
"ENSMUSG00000054117","Zdhhc25","XY","Unbound","no","chr15",88599803,88600802,"Zdhhc25",88600302,0.361674012103726,0.44318077975457,-1.42632097654098
"ENSMUSG00000054320","Lrrc36","XY","Unbound","no","chr8",105413072,105414071,"Lrrc36",105413571,0.263872957987011,0.368771134231369,-3.11181001054306
"ENSMUSG00000054383","Pnma1","XY","Unbound","CGI","chr12",84147990,84148989,"Pnma1",84148489,0.702244839393984,0.626440453082415,-0.577565098729174
"ENSMUSG00000054746","Abca15","XY","Unbound","no","chr7",120328171,120329170,"Abca15",120328670,0.117946466825649,0.224134125182354,4.47334849409284
"ENSMUSG00000054753","AU018091","unbiased","Unbound","no","chr7",3168704,3169703,"AU018091",3169203,0.774167771875494,0.659205616868097,1.640656262505
"ENSMUSG00000054901","Arhgef33","unbiased","Bound","CGI","chr17",80306908,80307907,"Arhgef33",80307407,0.0237460712267302,0.0687349142429294,9.97300944669366
"ENSMUSG00000054909","Wbscr25","XY","Bound","no","chr5",135000851,135001850,"Wbscr25",135001350,0.844017414181282,0.687381232680636,-0.572890876035087
"ENSMUSG00000055102","Zfp819","unbiased","Unbound","no","chr7",43606670,43607669,"Zfp819",43607169,0.823400915676274,0.678996687964915,0.456332291370654
"ENSMUSG00000055159","4930583K01Rik","XY","Bound","no","chr7",118243366,118244365,"4930583K01Rik",118243865,0.157008201672779,0.274070228473602,-2.41040071548546
"ENSMUSG00000055177","Cstl1","XY","Unbound","no","chr2",148749859,148750858,"Cstl1",148750358,0.693992730118445,0.624788881518474,2.02020202020202
"ENSMUSG00000055357","4933400A11Rik","XY","Unbound","no","chrX",169779136,169780135,"4933400A11Rik",169779635,0.662415850322533,0.611876738130051,-2.03515263644773
"ENSMUSG00000055403","4933427D06Rik","unbiased","Unbound","no","chr6",88950184,88951183,"4933427D06Rik",88950683,0.234877699998166,0.341542266798431,5.5683122847302
"ENSMUSG00000055547","Apobec4","XY","Unbound","no","chr1",152750052,152751051,"Apobec4",152750551,0.314968223586202,0.411987079959788,2.11265653158357
"ENSMUSG00000055602","Tcp10b","XY","Unbound","no","chr17",13060605,13061604,"Tcp10b",13061104,0.0114360168728692,0.0400891368236504,7.57654385054489
"ENSMUSG00000055700","4933401B06Rik","XY","Unbound","no","chrX",107542083,107543082,"4933401B06Rik",107542582,0.0884511657835989,0.184592349948817,24.223602484472
"ENSMUSG00000055720","Ubl7","unbiased","Unbound","no","chr9",57910480,57911479,"Ubl7",57910979,0.567535211389871,0.563282427977358,-0.59577661655715
"ENSMUSG00000055833","1700034H15Rik","XY","Unbound","no","chr1",191907028,191908027,"1700034H15Rik",191907527,0.056363901655684,0.1361689958304,-1.61730944140996
"ENSMUSG00000055862","Izumo4","XY","Unbound","CGI","chr10",80701685,80702684,"Izumo4",80702184,0.350841828168701,0.435616719858546,0.67651527379589
"ENSMUSG00000055882","Abhd16b","XY","Unbound","no","chr2",181492707,181493706,"Abhd16b",181493206,0.0214810299993405,0.0639447119426291,-5.48888530927835
"ENSMUSG00000055891","Ubl4b","XY","Unbound","no","chr3",107554574,107555573,"Ubl4b",107555073,0.691270367738547,0.624788881518474,1.18778280542987
"ENSMUSG00000056215","Lrguk","XY","Unbound","no","chr6",34028949,34029948,"Lrguk",34029448,0.455862694582494,0.512573300984677,-1.50482827967615
"ENSMUSG00000056436","Cyct","unbiased","Bound","no","chr2",76359951,76360950,"Cyct",76360450,1.81114333161561e-09,3.93797103063991e-08,-21.6739232226097
"ENSMUSG00000056508","1700001K19Rik","XY","Unbound","no","chr12",110682120,110683119,"1700001K19Rik",110682619,0.0547875772622426,0.134996387055726,6.70995670995671
"ENSMUSG00000056509","Gm9999","XY","Unbound","no","chr7",46983081,46984080,"Gm9999",46983580,0.208387460680268,0.323029801643215,-2.82105953747745
"ENSMUSG00000056544","Defb21","XY","Unbound","no","chr2",152572245,152573244,"Defb21",152572744,0.939857543887019,0.722631032879641,0.244131455399066
"ENSMUSG00000056617","4931429L15Rik","XY","Unbound","no","chr9",46319487,46320486,"4931429L15Rik",46319986,0.881671062323602,0.699701845886906,-0.524985417071755
"ENSMUSG00000056682","4930465K10Rik","XY","Unbound","no","chr18",77713711,77714710,"4930465K10Rik",77714210,0.715404643087944,0.632199631133836,0.33223889931207
"ENSMUSG00000056815","Gm6812","XY","Unbound","no","chrX",68892554,68893553,"Gm6812",68893053,0.054722938804435,0.134996387055726,16.3468372423596
"ENSMUSG00000056912","1700017N19Rik","XY","Unbound","no","chr10",100589985,100590984,"1700017N19Rik",100590484,0.481105989775599,0.524253848668851,5.23809523809523
"ENSMUSG00000057132","Rpgrip1","XY","Bound","CGI","chr14",52110205,52111204,"Rpgrip1",52110704,0.981553698691139,0.740083173271848,-0.0809782168596618
"ENSMUSG00000057156","Homez","XY","Bound","CGI","chr14",54870462,54871461,"Homez",54870961,5.48946308813956e-08,8.14662022507935e-07,-14.4221477807125
"ENSMUSG00000057173","Rfx8","XY","Unbound","no","chr1",39720498,39721497,"Rfx8",39720997,0.0480222495309764,0.123009254644726,8.61494453996318
"ENSMUSG00000057240","Ms4a13","XY","Unbound","no","chr19",11196238,11197237,"Ms4a13",11196737,0.000100021236537402,0.000687608857241681,-14.3809164556053
"ENSMUSG00000057246","BC051142","XY","Unbound","no","chr17",34398321,34399320,"BC051142",34398820,0.373935938992358,0.452278418246276,0.95347191806206
"ENSMUSG00000057719","Sh3rf2","XY","Unbound","no","chr18",42053168,42054167,"Sh3rf2",42053667,0.017197502812766,0.0535959885639604,-5.01541684060964
"ENSMUSG00000058046","4933430I17Rik","XY","Unbound","CGI","chr4",62524870,62525869,"4933430I17Rik",62525369,0.344878114652162,0.432230052430527,-1.30368256725183
"ENSMUSG00000058114","Olfr127","XY","Unbound","no","chr17",37899938,37900937,"Olfr127",37900437,0.25951103042784,0.364557299836171,4.52173913043478
"ENSMUSG00000058183","Mmel1","XY","Unbound","no","chr4",154869086,154870085,"Mmel1",154869585,0.170812979137439,0.288269871074671,4.5431752081035
"ENSMUSG00000058328","Xlr5a","unbiased","Unbound","no","chrX",73292477,73293476,"Xlr5a",73292976,0.545064715848397,0.552720152708514,1.65845648604269
"ENSMUSG00000058398","Prss43","XY","Unbound","no","chr9",110826191,110827190,"Prss43",110826690,0.439812797144657,0.501818700798071,-1.95263446470578
"ENSMUSG00000058550","Dppa4","unbiased","Unbound","no","chr16",48283234,48284233,"Dppa4",48283733,1.90168003660324e-12,5.73540254767014e-11,-28.2838391361013
"ENSMUSG00000058626","Capn11","XY","Unbound","no","chr17",45658826,45659825,"Capn11",45659325,0.83531685580531,0.681518322944158,-0.912280701754387
"ENSMUSG00000058709","Egln2","XY","Unbound","CGI","chr7",27166303,27167302,"Egln2",27166802,0.556376153009341,0.559337207804331,-0.774037919905631
"ENSMUSG00000058741","Prr19","unbiased","Bound","no","chr7",25300912,25301911,"Prr19",25301411,1.1108047550128e-13,3.84646794328415e-12,23.1165158371041
"ENSMUSG00000059030","Olfr128","XY","Unbound","no","chr17",37920049,37921048,"Olfr128",37920548,0.0220123966738394,0.064942087419239,15.4373927958834
"ENSMUSG00000059042","Klk1b9","XY","Unbound","no","chr7",43975562,43976561,"Klk1b9",43976061,0.330829739868251,0.424875134895735,6.536769327467
"ENSMUSG00000059288","Cdyl","XY","Bound","CGI","chr13",35659334,35660333,"Cdyl",35659833,0.740409871718858,0.645149893400902,1.32908027644869
"ENSMUSG00000059395","Nkapl","XY","Bound","CGI","chr13",21468010,21469009,"Nkapl",21468509,0.00487102716137891,0.0208906623138371,-2.73567504146031
"ENSMUSG00000059455","Plac8l1","XY","Unbound","no","chr18",42196210,42197209,"Plac8l1",42196709,0.757321160578194,0.653408504569892,2.38095238095237
"ENSMUSG00000059540","Tcea2","XY","Unbound","CGI","chr2",181679811,181680810,"Tcea2",181680310,0.641435557916748,0.600310161077991,-0.587711461590443
"ENSMUSG00000059562","Ccdc154","XY","Unbound","no","chr17",25161962,25162961,"Ccdc154",25162461,0.351846117152448,0.435705410111023,3.1773560209424
"ENSMUSG00000059834","Sclt1","XY","Bound","CGI","chr3",41742015,41743014,"Sclt1",41742514,0.596638931614181,0.577507162452274,0.51244011205264
"ENSMUSG00000059854","Hydin","XY","Unbound","no","chr8",110266478,110267477,"Hydin",110266977,0.670822787684677,0.614285432464646,0.671586715867159
"ENSMUSG00000059891","Tsks","XY","Unbound","no","chr7",44942705,44943704,"Tsks",44943204,0.848313251134061,0.689461008473563,1.00867933380249
"ENSMUSG00000059920","4930453N24Rik","XY","Bound","CGI","chr16",64770662,64771661,"4930453N24Rik",64771161,3.38191868939898e-05,0.000277361681632794,-8.99389568622587
"ENSMUSG00000059970","Hspa2","XY","Bound","CGI","chr12",76403677,76404676,"Hspa2",76404176,0.170248365319485,0.287836569930253,1.19640206095537
"ENSMUSG00000060161","Klk1b7-ps","XY","Unbound","no","chr7",43942163,43943162,"Klk1b7-ps",43942662,0.795908114907833,0.669649705231794,1.75510204081633
"ENSMUSG00000060176","Kif27","XY","Bound","CGI","chr13",58358623,58359622,"Kif27",58359122,0.410550169923432,0.481007110302435,-1.88292032219999
"ENSMUSG00000060260","Pwwp2b","XY","Unbound","CGI","chr7",139247983,139248982,"Pwwp2b",139248482,0.603437344118448,0.580435637980667,0.626657025789347
"ENSMUSG00000060445","Sycp2","XY","Bound","CGI","chr2",178407186,178408185,"Sycp2",178407685,0.0220189880021389,0.064942087419239,-7.20235100580564
"ENSMUSG00000060461","Dppa5a","unbiased","Unbound","no","chr9",78367678,78368677,"Dppa5a",78368177,4.94991937576422e-115,1.54264154013716e-112,-66.2688036945227
"ENSMUSG00000060491","4930522H14Rik","XY","Unbound","no","chr4",109530798,109531797,"4930522H14Rik",109531297,0.470125417406536,0.517628146306809,-2.24089635854341
"ENSMUSG00000060499","Rpl10l","XY","Bound","CGI","chr12",66283902,66284901,"Rpl10l",66284401,1.05872853246836e-126,4.94928853359958e-124,-49.4534637632623
"ENSMUSG00000060565","Gm5591","XY","Unbound","no","chr7",38527694,38528693,"Gm5591",38528193,0.210443430744453,0.323242902780675,9.49201741654573
"ENSMUSG00000060630","Zfp735","XY","Unbound","no","chr11",73688279,73689278,"Zfp735",73688778,0.114772214623324,0.220794699786651,7.90990990990991
"ENSMUSG00000060715","1700019A02Rik","XY","Unbound","no","chr1",53187137,53188136,"1700019A02Rik",53187636,0.888578460848905,0.70226203144014,0.419932810750279
"ENSMUSG00000060726","Tmsb15a","XY","Unbound","no","chrX",135724762,135725761,"Tmsb15a",135725261,0.000821963219687413,0.00439139484065034,-17.5925925925926
"ENSMUSG00000060771","Tsga10","XY","Unbound","CGI","chr1",37865930,37866929,"Tsga10",37866429,0.0902882939016375,0.186346566850304,7.19799252652539
"ENSMUSG00000060794","Tssk5","XY","Unbound","no","chr15",76374439,76375438,"Tssk5",76374938,0.183224367250801,0.297000410230863,2.53932260734983
"ENSMUSG00000061099","Gapdhs","XY","Unbound","no","chr7",30743182,30744181,"Gapdhs",30743681,0.603043580494674,0.580435637980667,1.69244236941932
"ENSMUSG00000061298","Agbl4","XY","Unbound","CGI","chr4",110397162,110398161,"Agbl4",110397661,0.457375892280149,0.512573300984677,1.67041439126245
"ENSMUSG00000061392","Mageb5","XY","Unbound","no","chrX",91782519,91783518,"Mageb5",91783018,0.256536577982917,0.362857403965507,6.25
"ENSMUSG00000061525","4921509C19Rik","XY","Unbound","no","chr2",151475654,151476653,"4921509C19Rik",151476153,0.151327999292177,0.266951012282903,4.54598506069095
"ENSMUSG00000061707","Gm4871","XY","Unbound","no","chr5",145032255,145033254,"Gm4871",145032754,0.0943222063114889,0.193391445511949,6.18700872835993
"ENSMUSG00000061882","Ccdc62","XY","Bound","CGI","chr5",123930180,123931179,"Ccdc62",123930679,0.0712434446031587,0.157468138416515,-1.6632621628796
"ENSMUSG00000061923","Odf1","XY","Unbound","no","chr15",38218704,38219703,"Odf1",38219203,0.230358798344049,0.337576555123733,2.14285714285714
"ENSMUSG00000062017","Abca14","XY","Unbound","no","chr7",120203462,120204461,"Abca14",120203961,0.0374655631545314,0.10036793509836,6.52424460071155
"ENSMUSG00000062028","Irgc1","XY","Unbound","no","chr7",24451798,24452797,"Irgc1",24452297,0.0504492637545417,0.127095636914201,3.95833333333333
"ENSMUSG00000062036","4932415M13Rik","XY","Unbound","no","chr17",53716010,53717009,"4932415M13Rik",53716509,0.592653088204296,0.577507162452274,-2.40514905149052
"ENSMUSG00000062168","Ppef1","XY","Unbound","no","chrX",160735266,160736265,"Ppef1",160735765,0.20579007882828,0.320138652689048,7.9185520361991
"ENSMUSG00000062170","Fmr1nb","unbiased","Unbound","no","chrX",68761340,68762339,"Fmr1nb",68761839,2.13750462341874e-09,4.54195197299447e-08,-39.7233201581028
"ENSMUSG00000062200","Vmn2r7","XY","Unbound","no","chr3",64844266,64845265,"Vmn2r7",64844765,0.440658191250716,0.501818700798071,3.60915492957746
"ENSMUSG00000062438","Adam1b","XY","Unbound","no","chr5",121502936,121503935,"Adam1b",121503435,0.771839607756988,0.658422492202932,0.460396607373992
"ENSMUSG00000062543","Gsdmcl1","XY","Unbound","no","chr15",63846810,63847809,"Gsdmcl1",63847309,0.0222130214798074,0.065106344319137,5.44419577697771
"ENSMUSG00000062732","Lypd4","XY","Bound","CGI","chr7",24869442,24870441,"Lypd4",24869941,0.0029031868330179,0.0138486380779292,-10.1280051103768
"ENSMUSG00000062791","Gm382","XY","Unbound","no","chrX",127039473,127040472,"Gm382",127039972,0.775045875416707,0.659352820549174,3.88888888888889
"ENSMUSG00000062859","Tcp11","XY","Unbound","CGI","chr17",28080140,28081139,"Tcp11",28080639,0.6345239678446,0.598872796538758,1.55235011284467
"ENSMUSG00000062939","Stat4","XY","Unbound","no","chr1",51986649,51987648,"Stat4",51987148,0.0457908650757022,0.117939796627626,5.11605458294941
"ENSMUSG00000063089","Klk1b8","XY","Unbound","no","chr7",43950165,43951164,"Klk1b8",43950664,0.0694305260031178,0.154861483693599,7.48381877022654
"ENSMUSG00000063129","Aldoart2","XY","Unbound","no","chr12",55564740,55565739,"Aldoart2",55565239,0.0613634100268649,0.143788694769414,-2.89268765744519
"ENSMUSG00000063163","Speer2","XY","Unbound","no","chr16",69863245,69864244,"Speer2",69863744,0.00810397458193336,0.0301490746752522,-5.73770491803278
"ENSMUSG00000063409","Lrrc43","XY","Unbound","CGI","chr5",123488806,123489805,"Lrrc43",123489305,0.0165133170950652,0.0519835605318927,8.07444344759958
"ENSMUSG00000063550","Nup98","unbiased","Bound","no","chr7",102209677,102210676,"Nup98",102210176,0.998062208618636,0.74676477232388,0.002707459049682
"ENSMUSG00000063652","Slc22a21","unbiased","Bound","CGI","chr11",53979833,53980832,"Slc22a21",53980332,0.157122543255436,0.274070228473602,-1.9701436720517
"ENSMUSG00000063820","Arl9","XY","Unbound","no","chr5",77003556,77004555,"Arl9",77004055,0.565219699621085,0.563282427977358,-0.87728759932405
"ENSMUSG00000063900","Adam26b","XY","Unbound","no","chr8",43527607,43528606,"Adam26b",43528106,0.0446054884962128,0.116491281959524,14.3340094658553
"ENSMUSG00000063932","Poteg","XY","Unbound","no","chr8",27447171,27448170,"Poteg",27447670,0.258030066733295,0.363897930769502,-1.69167266699041
"ENSMUSG00000063972","Nr6a1","unbiased","Unbound","CGI","chr2",38927189,38928188,"Nr6a1",38927688,0.695593701152315,0.624788881518474,-2.28438228438229
"ENSMUSG00000064063","BC048507","XY","Unbound","no","chr13",67862827,67863826,"BC048507",67863326,0.0260324060402706,0.0735316763736291,-6.48394837783195
"ENSMUSG00000064158","Izumo1","XY","Unbound","no","chr7",45621312,45622311,"Izumo1",45621811,5.06074183444536e-07,5.9144225277306e-06,21.42664727116
"ENSMUSG00000064307","Lrrc51","XY","Unbound","no","chr7",101933396,101934395,"Lrrc51",101933895,0.479941674116951,0.523595362684783,0.641375442425896
"ENSMUSG00000064330","Pde6h","XY","Unbound","no","chr6",136923333,136924332,"Pde6h",136923832,0.0174844027462696,0.0541292500566835,4.41423948220064
"ENSMUSG00000064966","Snord15b","XY","Unbound","no","chr7",99479208,99480207,"Snord15b",99479707,0.550152546116605,0.555469595180237,-1.0899182561308
"ENSMUSG00000065110","Snord61","XY","Unbound","no","chrX",57391020,57392019,"Snord61",57391519,8.00949723091608e-05,0.000563043262469503,26.3020833333333
"ENSMUSG00000065176","Rnu12","unbiased","Unbound","no","chr15",83149145,83150144,"Rnu12",83149644,0.110603382479848,0.214096431861781,2.05646803312067
"ENSMUSG00000065397","Mir155","XX","Unbound","no","chr16",84713641,84714640,"Mir155",84714140,0.729613109272493,0.639016762061031,1.11442786069651
"ENSMUSG00000065401","Mir144","XX","Unbound","no","chr11",78072506,78073505,"Mir144",78073005,0.0513240420694631,0.128370450739657,-8.74932903918412
"ENSMUSG00000065403","Mir18","XX","Unbound","no","chr14",115043352,115044351,"Mir18",115043851,0.555711688402632,0.559270573099648,1.35435517324013
"ENSMUSG00000065405","Mir30a","XX","Unbound","no","chr1",23271770,23272769,"Mir30a",23272269,1.17066390509553e-08,2.06511627702769e-07,-19.3386149189959
"ENSMUSG00000065408","Mir31","XX","Unbound","no","chr4",88910163,88911162,"Mir31",88910662,0.223214663930327,0.334983045436567,2.32433980936507
