"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"EpiLC only","GO:1900024","regulation of substrate adhesion-dependent cell spreading","20/3551","60/22893",0.000477131934288611,0.00672681308699514,0.00498423939833811,"ENSMUSG00000006304/ENSMUSG00000018446/ENSMUSG00000025130/ENSMUSG00000062352/ENSMUSG00000021215/ENSMUSG00000021338/ENSMUSG00000039087/ENSMUSG00000034675/ENSMUSG00000044447/ENSMUSG00000022099/ENSMUSG00000022150/ENSMUSG00000022607/ENSMUSG00000006369/ENSMUSG00000006134/ENSMUSG00000024395/ENSMUSG00000074238/ENSMUSG00000002413/ENSMUSG00000051397/ENSMUSG00000058325/ENSMUSG00000031328",20
"EpiLC only","GO:0046916","cellular transition metal ion homeostasis","31/3551","110/22893",0.000499784146331209,0.00703044573700732,0.00520921633723036,"ENSMUSG00000025986/ENSMUSG00000047443/ENSMUSG00000026389/ENSMUSG00000037434/ENSMUSG00000019590/ENSMUSG00000037904/ENSMUSG00000039004/ENSMUSG00000021629/ENSMUSG00000056234/ENSMUSG00000022094/ENSMUSG00000091780/ENSMUSG00000022503/ENSMUSG00000022797/ENSMUSG00000022982/ENSMUSG00000036918/ENSMUSG00000024270/ENSMUSG00000024515/ENSMUSG00000024935/ENSMUSG00000025188/ENSMUSG00000005802/ENSMUSG00000053897/ENSMUSG00000028405/ENSMUSG00000028836/ENSMUSG00000015653/ENSMUSG00000029716/ENSMUSG00000047721/ENSMUSG00000031762/ENSMUSG00000031765/ENSMUSG00000013160/ENSMUSG00000031333/ENSMUSG00000033792",31
"EpiLC only","GO:0002089","lens morphogenesis in camera-type eye","12/3551","28/22893",0.000504433737425373,0.00706431425167711,0.00523431124963498,"ENSMUSG00000026565/ENSMUSG00000039910/ENSMUSG00000063632/ENSMUSG00000021835/ENSMUSG00000042406/ENSMUSG00000022656/ENSMUSG00000074637/ENSMUSG00000028121/ENSMUSG00000035517/ENSMUSG00000096014/ENSMUSG00000032012/ENSMUSG00000006932",12
"EpiLC only","GO:0006882","cellular zinc ion homeostasis","12/3551","28/22893",0.000504433737425373,0.00706431425167711,0.00523431124963498,"ENSMUSG00000025986/ENSMUSG00000037434/ENSMUSG00000021629/ENSMUSG00000022094/ENSMUSG00000024270/ENSMUSG00000024935/ENSMUSG00000025188/ENSMUSG00000005802/ENSMUSG00000053897/ENSMUSG00000028836/ENSMUSG00000031762/ENSMUSG00000031765",12
"EpiLC only","GO:0048255","mRNA stabilization","19/3551","56/22893",0.000509783028452604,0.00712339832662597,0.00527808965857335,"ENSMUSG00000025977/ENSMUSG00000042699/ENSMUSG00000026637/ENSMUSG00000018554/ENSMUSG00000010554/ENSMUSG00000020680/ENSMUSG00000018379/ENSMUSG00000051455/ENSMUSG00000041415/ENSMUSG00000007836/ENSMUSG00000010592/ENSMUSG00000027510/ENSMUSG00000023087/ENSMUSG00000028546/ENSMUSG00000046694/ENSMUSG00000041459/ENSMUSG00000040028/ENSMUSG00000036779/ENSMUSG00000032265",19
"EpiLC only","GO:0045600","positive regulation of fat cell differentiation","22/3551","69/22893",0.000513468184008456,0.00715901879562233,0.00530448268342225,"ENSMUSG00000025958/ENSMUSG00000021067/ENSMUSG00000044548/ENSMUSG00000051367/ENSMUSG00000039087/ENSMUSG00000005148/ENSMUSG00000022111/ENSMUSG00000022329/ENSMUSG00000053436/ENSMUSG00000024913/ENSMUSG00000054200/ENSMUSG00000027358/ENSMUSG00000056501/ENSMUSG00000008999/ENSMUSG00000023087/ENSMUSG00000027996/ENSMUSG00000043252/ENSMUSG00000042677/ENSMUSG00000039410/ENSMUSG00000029330/ENSMUSG00000032652/ENSMUSG00000034957",22
"EpiLC only","GO:0002761","regulation of myeloid leukocyte differentiation","37/3551","139/22893",0.000517549653042058,0.00719999539397583,0.00533484433808428,"ENSMUSG00000025958/ENSMUSG00000034274/ENSMUSG00000004043/ENSMUSG00000050965/ENSMUSG00000040856/ENSMUSG00000037966/ENSMUSG00000021464/ENSMUSG00000021792/ENSMUSG00000022015/ENSMUSG00000048349/ENSMUSG00000037465/ENSMUSG00000032501/ENSMUSG00000022812/ENSMUSG00000022952/ENSMUSG00000024245/ENSMUSG00000005871/ENSMUSG00000033871/ENSMUSG00000024539/ENSMUSG00000024812/ENSMUSG00000027204/ENSMUSG00000074622/ENSMUSG00000056501/ENSMUSG00000027523/ENSMUSG00000027583/ENSMUSG00000027562/ENSMUSG00000027878/ENSMUSG00000014599/ENSMUSG00000043252/ENSMUSG00000028717/ENSMUSG00000039410/ENSMUSG00000040274/ENSMUSG00000038236/ENSMUSG00000035158/ENSMUSG00000031077/ENSMUSG00000031446/ENSMUSG00000031688/ENSMUSG00000006932",37
"EpiLC only","GO:2000241","regulation of reproductive process","51/3551","209/22893",0.000519067799803401,0.00720520985542078,0.00533870799890538,"ENSMUSG00000026039/ENSMUSG00000026241/ENSMUSG00000037035/ENSMUSG00000019768/ENSMUSG00000019773/ENSMUSG00000039910/ENSMUSG00000057897/ENSMUSG00000020390/ENSMUSG00000018446/ENSMUSG00000051455/ENSMUSG00000109561/ENSMUSG00000021835/ENSMUSG00000022061/ENSMUSG00000033644/ENSMUSG00000047911/ENSMUSG00000039942/ENSMUSG00000022248/ENSMUSG00000022329/ENSMUSG00000063704/ENSMUSG00000022952/ENSMUSG00000023809/ENSMUSG00000010592/ENSMUSG00000005871/ENSMUSG00000034653/ENSMUSG00000024922/ENSMUSG00000024837/ENSMUSG00000015846/ENSMUSG00000026834/ENSMUSG00000001819/ENSMUSG00000016458/ENSMUSG00000051177/ENSMUSG00000042821/ENSMUSG00000008999/ENSMUSG00000047213/ENSMUSG00000028109/ENSMUSG00000000561/ENSMUSG00000044288/ENSMUSG00000028413/ENSMUSG00000036856/ENSMUSG00000028964/ENSMUSG00000029344/ENSMUSG00000029480/ENSMUSG00000029570/ENSMUSG00000049112/ENSMUSG00000030346/ENSMUSG00000062773/ENSMUSG00000032860/ENSMUSG00000005534/ENSMUSG00000006932/ENSMUSG00000094985/ENSMUSG00000025289",51
"EpiLC only","GO:0045165","cell fate commitment","66/3551","287/22893",0.000521208482482191,0.00721902386066543,0.00534894350096241,"ENSMUSG00000038331/ENSMUSG00000006538/ENSMUSG00000057329/ENSMUSG00000048402/ENSMUSG00000010609/ENSMUSG00000019789/ENSMUSG00000040610/ENSMUSG00000038615/ENSMUSG00000018486/ENSMUSG00000020671/ENSMUSG00000001496/ENSMUSG00000051367/ENSMUSG00000002799/ENSMUSG00000021318/ENSMUSG00000021464/ENSMUSG00000048904/ENSMUSG00000021540/ENSMUSG00000052957/ENSMUSG00000021835/ENSMUSG00000048349/ENSMUSG00000022672/ENSMUSG00000022528/ENSMUSG00000046160/ENSMUSG00000022952/ENSMUSG00000024176/ENSMUSG00000013787/ENSMUSG00000039153/ENSMUSG00000024134/ENSMUSG00000024140/ENSMUSG00000005871/ENSMUSG00000024515/ENSMUSG00000024563/ENSMUSG00000042372/ENSMUSG00000023391/ENSMUSG00000016458/ENSMUSG00000027358/ENSMUSG00000037025/ENSMUSG00000028640/ENSMUSG00000046470/ENSMUSG00000074637/ENSMUSG00000027996/ENSMUSG00000027947/ENSMUSG00000027878/ENSMUSG00000027868/ENSMUSG00000028266/ENSMUSG00000034762/ENSMUSG00000028717/ENSMUSG00000036856/ENSMUSG00000028977/ENSMUSG00000001761/ENSMUSG00000002413/ENSMUSG00000035158/ENSMUSG00000003436/ENSMUSG00000030544/ENSMUSG00000048078/ENSMUSG00000041309/ENSMUSG00000096014/ENSMUSG00000031565/ENSMUSG00000062991/ENSMUSG00000036712/ENSMUSG00000025809/ENSMUSG00000032187/ENSMUSG00000031965/ENSMUSG00000032318/ENSMUSG00000032419/ENSMUSG00000006932",66
"EpiLC only","GO:1905475","regulation of protein localization to membrane","49/3551","199/22893",0.000531162422055141,0.00733759531772779,0.00543679914971696,"ENSMUSG00000006304/ENSMUSG00000034220/ENSMUSG00000026341/ENSMUSG00000026696/ENSMUSG00000039246/ENSMUSG00000055493/ENSMUSG00000019843/ENSMUSG00000019861/ENSMUSG00000057897/ENSMUSG00000020122/ENSMUSG00000051790/ENSMUSG00000006127/ENSMUSG00000048895/ENSMUSG00000062352/ENSMUSG00000035247/ENSMUSG00000044147/ENSMUSG00000034675/ENSMUSG00000000957/ENSMUSG00000022099/ENSMUSG00000022112/ENSMUSG00000058571/ENSMUSG00000022150/ENSMUSG00000022623/ENSMUSG00000006134/ENSMUSG00000022812/ENSMUSG00000052397/ENSMUSG00000052105/ENSMUSG00000024109/ENSMUSG00000024304/ENSMUSG00000024935/ENSMUSG00000040022/ENSMUSG00000027253/ENSMUSG00000074698/ENSMUSG00000051136/ENSMUSG00000028136/ENSMUSG00000061576/ENSMUSG00000049551/ENSMUSG00000053550/ENSMUSG00000030417/ENSMUSG00000031626/ENSMUSG00000031834/ENSMUSG00000000303/ENSMUSG00000031823/ENSMUSG00000025809/ENSMUSG00000032312/ENSMUSG00000049493/ENSMUSG00000025245/ENSMUSG00000031119/ENSMUSG00000055653",49
"EpiLC only","GO:0045785","positive regulation of cell adhesion","102/3551","482/22893",0.000532097914979626,0.00733759531772779,0.00543679914971696,"ENSMUSG00000026117/ENSMUSG00000025980/ENSMUSG00000039323/ENSMUSG00000006304/ENSMUSG00000006538/ENSMUSG00000026383/ENSMUSG00000026585/ENSMUSG00000016493/ENSMUSG00000019820/ENSMUSG00000039910/ENSMUSG00000019982/ENSMUSG00000047139/ENSMUSG00000058297/ENSMUSG00000000732/ENSMUSG00000025351/ENSMUSG00000050830/ENSMUSG00000018446/ENSMUSG00000004043/ENSMUSG00000050965/ENSMUSG00000025130/ENSMUSG00000062352/ENSMUSG00000021136/ENSMUSG00000041415/ENSMUSG00000021270/ENSMUSG00000021215/ENSMUSG00000021318/ENSMUSG00000021338/ENSMUSG00000039087/ENSMUSG00000037966/ENSMUSG00000021457/ENSMUSG00000034675/ENSMUSG00000021699/ENSMUSG00000039197/ENSMUSG00000040818/ENSMUSG00000042682/ENSMUSG00000115338/ENSMUSG00000044447/ENSMUSG00000022099/ENSMUSG00000022015/ENSMUSG00000039942/ENSMUSG00000022150/ENSMUSG00000022607/ENSMUSG00000000489/ENSMUSG00000006369/ENSMUSG00000038037/ENSMUSG00000006134/ENSMUSG00000022528/ENSMUSG00000022797/ENSMUSG00000022812/ENSMUSG00000055447/ENSMUSG00000035356/ENSMUSG00000022952/ENSMUSG00000023886/ENSMUSG00000052142/ENSMUSG00000037649/ENSMUSG00000060586/ENSMUSG00000045038/ENSMUSG00000024395/ENSMUSG00000005871/ENSMUSG00000032688/ENSMUSG00000024927/ENSMUSG00000047810/ENSMUSG00000024978/ENSMUSG00000025314/ENSMUSG00000060802/ENSMUSG00000027356/ENSMUSG00000008999/ENSMUSG00000074637/ENSMUSG00000027947/ENSMUSG00000014599/ENSMUSG00000028434/ENSMUSG00000036856/ENSMUSG00000040274/ENSMUSG00000029657/ENSMUSG00000025608/ENSMUSG00000002413/ENSMUSG00000045095/ENSMUSG00000074141/ENSMUSG00000030516/ENSMUSG00000030528/ENSMUSG00000058325/ENSMUSG00000048583/ENSMUSG00000031077/ENSMUSG00000062991/ENSMUSG00000031520/ENSMUSG00000031834/ENSMUSG00000060038/ENSMUSG00000036712/ENSMUSG00000000303/ENSMUSG00000014444/ENSMUSG00000025809/ENSMUSG00000049307/ENSMUSG00000032035/ENSMUSG00000034218/ENSMUSG00000035914/ENSMUSG00000032402/ENSMUSG00000032366/ENSMUSG00000032419/ENSMUSG00000032475/ENSMUSG00000036057/ENSMUSG00000032440/ENSMUSG00000031328",102
"EpiLC only","GO:0061005","cell differentiation involved in kidney development","18/3551","52/22893",0.000539558984362197,0.00742423737871302,0.00550099667807563,"ENSMUSG00000047139/ENSMUSG00000018486/ENSMUSG00000021318/ENSMUSG00000021835/ENSMUSG00000022353/ENSMUSG00000000489/ENSMUSG00000022528/ENSMUSG00000024134/ENSMUSG00000016458/ENSMUSG00000074934/ENSMUSG00000027276/ENSMUSG00000046743/ENSMUSG00000027878/ENSMUSG00000036856/ENSMUSG00000001761/ENSMUSG00000030223/ENSMUSG00000053110/ENSMUSG00000006932",18
"EpiLC only","GO:0001824","blastocyst development","41/3551","159/22893",0.000543641906497459,0.00746412046785836,0.00553054809591269,"ENSMUSG00000026126/ENSMUSG00000026509/ENSMUSG00000026622/ENSMUSG00000039910/ENSMUSG00000020166/ENSMUSG00000034274/ENSMUSG00000020692/ENSMUSG00000020649/ENSMUSG00000021255/ENSMUSG00000041415/ENSMUSG00000071470/ENSMUSG00000047911/ENSMUSG00000073460/ENSMUSG00000039628/ENSMUSG00000023988/ENSMUSG00000041238/ENSMUSG00000037236/ENSMUSG00000024735/ENSMUSG00000025025/ENSMUSG00000003418/ENSMUSG00000026834/ENSMUSG00000028640/ENSMUSG00000028109/ENSMUSG00000028224/ENSMUSG00000003032/ENSMUSG00000028397/ENSMUSG00000067261/ENSMUSG00000042202/ENSMUSG00000037822/ENSMUSG00000061882/ENSMUSG00000025337/ENSMUSG00000041264/ENSMUSG00000041147/ENSMUSG00000000811/ENSMUSG00000030291/ENSMUSG00000030516/ENSMUSG00000031458/ENSMUSG00000000303/ENSMUSG00000053110/ENSMUSG00000032187/ENSMUSG00000025626",41
"EpiLC only","GO:0007369","gastrulation","45/3551","179/22893",0.000546016524805971,0.0074804263898418,0.00554262998635992,"ENSMUSG00000026383/ENSMUSG00000026556/ENSMUSG00000038793/ENSMUSG00000019850/ENSMUSG00000020260/ENSMUSG00000056758/ENSMUSG00000020888/ENSMUSG00000048616/ENSMUSG00000020664/ENSMUSG00000044548/ENSMUSG00000015937/ENSMUSG00000021835/ENSMUSG00000063060/ENSMUSG00000022702/ENSMUSG00000034064/ENSMUSG00000024190/ENSMUSG00000024134/ENSMUSG00000024515/ENSMUSG00000024563/ENSMUSG00000024913/ENSMUSG00000024986/ENSMUSG00000034765/ENSMUSG00000026837/ENSMUSG00000027368/ENSMUSG00000037025/ENSMUSG00000042821/ENSMUSG00000008999/ENSMUSG00000074637/ENSMUSG00000027996/ENSMUSG00000003032/ENSMUSG00000028495/ENSMUSG00000028717/ENSMUSG00000007880/ENSMUSG00000029104/ENSMUSG00000074221/ENSMUSG00000030544/ENSMUSG00000030543/ENSMUSG00000048078/ENSMUSG00000043866/ENSMUSG00000031565/ENSMUSG00000031530/ENSMUSG00000032402/ENSMUSG00000032558/ENSMUSG00000032440/ENSMUSG00000006932",45
"EpiLC only","GO:0000387","spliceosomal snRNP assembly","13/3551","32/22893",0.000554127230931854,0.00757507550831355,0.00561276035258296,"ENSMUSG00000020180/ENSMUSG00000021645/ENSMUSG00000007050/ENSMUSG00000040140/ENSMUSG00000055760/ENSMUSG00000002477/ENSMUSG00000024735/ENSMUSG00000015748/ENSMUSG00000027905/ENSMUSG00000018974/ENSMUSG00000057278/ENSMUSG00000030224/ENSMUSG00000060098",13
"EpiLC only","GO:0010976","positive regulation of neuron projection development","54/3551","225/22893",0.000556655266010558,0.00757676346954328,0.00561401104927324,"ENSMUSG00000026249/ENSMUSG00000026341/ENSMUSG00000026596/ENSMUSG00000019843/ENSMUSG00000047139/ENSMUSG00000020063/ENSMUSG00000020211/ENSMUSG00000057897/ENSMUSG00000020173/ENSMUSG00000025372/ENSMUSG00000054204/ENSMUSG00000002688/ENSMUSG00000021464/ENSMUSG00000034675/ENSMUSG00000055254/ENSMUSG00000021835/ENSMUSG00000022682/ENSMUSG00000022514/ENSMUSG00000002489/ENSMUSG00000040276/ENSMUSG00000024501/ENSMUSG00000024924/ENSMUSG00000039145/ENSMUSG00000026883/ENSMUSG00000015839/ENSMUSG00000027296/ENSMUSG00000008999/ENSMUSG00000028072/ENSMUSG00000033342/ENSMUSG00000055373/ENSMUSG00000044288/ENSMUSG00000028546/ENSMUSG00000044674/ENSMUSG00000042453/ENSMUSG00000042589/ENSMUSG00000029571/ENSMUSG00000009376/ENSMUSG00000002413/ENSMUSG00000029687/ENSMUSG00000058230/ENSMUSG00000032860/ENSMUSG00000035064/ENSMUSG00000025147/ENSMUSG00000031565/ENSMUSG00000062991/ENSMUSG00000031561/ENSMUSG00000003575/ENSMUSG00000036564/ENSMUSG00000036913/ENSMUSG00000025809/ENSMUSG00000037742/ENSMUSG00000032475/ENSMUSG00000032598/ENSMUSG00000031328",54
"EpiLC only","GO:0045732","positive regulation of protein catabolic process","54/3551","225/22893",0.000556655266010558,0.00757676346954328,0.00561401104927324,"ENSMUSG00000042215/ENSMUSG00000042807/ENSMUSG00000026021/ENSMUSG00000026280/ENSMUSG00000040782/ENSMUSG00000010609/ENSMUSG00000019850/ENSMUSG00000063760/ENSMUSG00000037990/ENSMUSG00000020521/ENSMUSG00000020738/ENSMUSG00000044548/ENSMUSG00000021270/ENSMUSG00000021301/ENSMUSG00000038175/ENSMUSG00000021608/ENSMUSG00000021701/ENSMUSG00000021936/ENSMUSG00000022150/ENSMUSG00000032501/ENSMUSG00000022607/ENSMUSG00000063704/ENSMUSG00000033128/ENSMUSG00000036158/ENSMUSG00000022812/ENSMUSG00000022637/ENSMUSG00000052397/ENSMUSG00000024392/ENSMUSG00000005871/ENSMUSG00000060450/ENSMUSG00000074922/ENSMUSG00000026883/ENSMUSG00000068290/ENSMUSG00000074698/ENSMUSG00000056900/ENSMUSG00000037325/ENSMUSG00000034640/ENSMUSG00000028017/ENSMUSG00000051675/ENSMUSG00000044254/ENSMUSG00000040351/ENSMUSG00000039753/ENSMUSG00000032867/ENSMUSG00000030610/ENSMUSG00000030560/ENSMUSG00000031446/ENSMUSG00000036913/ENSMUSG00000032127/ENSMUSG00000032733/ENSMUSG00000032350/ENSMUSG00000055653/ENSMUSG00000000838/ENSMUSG00000025261/ENSMUSG00000050148",54
"EpiLC only","GO:0060541","respiratory system development","62/3551","267/22893",0.000579523581467971,0.00785183600263129,0.00581782633878508,"ENSMUSG00000025930/ENSMUSG00000025921/ENSMUSG00000045216/ENSMUSG00000025958/ENSMUSG00000026207/ENSMUSG00000048402/ENSMUSG00000026565/ENSMUSG00000026556/ENSMUSG00000010609/ENSMUSG00000030768/ENSMUSG00000056758/ENSMUSG00000020422/ENSMUSG00000048616/ENSMUSG00000006784/ENSMUSG00000020681/ENSMUSG00000039963/ENSMUSG00000063632/ENSMUSG00000001496/ENSMUSG00000021067/ENSMUSG00000051367/ENSMUSG00000041415/ENSMUSG00000021318/ENSMUSG00000021835/ENSMUSG00000000957/ENSMUSG00000040040/ENSMUSG00000021974/ENSMUSG00000022414/ENSMUSG00000022843/ENSMUSG00000022528/ENSMUSG00000062713/ENSMUSG00000024130/ENSMUSG00000024392/ENSMUSG00000032796/ENSMUSG00000024054/ENSMUSG00000024140/ENSMUSG00000024529/ENSMUSG00000046318/ENSMUSG00000024563/ENSMUSG00000024986/ENSMUSG00000025188/ENSMUSG00000016458/ENSMUSG00000037025/ENSMUSG00000016256/ENSMUSG00000074637/ENSMUSG00000037211/ENSMUSG00000008763/ENSMUSG00000008575/ENSMUSG00000025856/ENSMUSG00000029563/ENSMUSG00000034957/ENSMUSG00000066306/ENSMUSG00000031565/ENSMUSG00000084128/ENSMUSG00000031906/ENSMUSG00000031831/ENSMUSG00000053110/ENSMUSG00000013584/ENSMUSG00000032558/ENSMUSG00000032440/ENSMUSG00000006932/ENSMUSG00000055653/ENSMUSG00000033792",62
"EpiLC only","GO:1904589","regulation of protein import","25/3551","83/22893",0.000580168746213231,0.00785183600263129,0.00581782633878508,"ENSMUSG00000004768/ENSMUSG00000026021/ENSMUSG00000055493/ENSMUSG00000018428/ENSMUSG00000002688/ENSMUSG00000021318/ENSMUSG00000021948/ENSMUSG00000021835/ENSMUSG00000114797/ENSMUSG00000037487/ENSMUSG00000053436/ENSMUSG00000015176/ENSMUSG00000014077/ENSMUSG00000037523/ENSMUSG00000027356/ENSMUSG00000042677/ENSMUSG00000041459/ENSMUSG00000001761/ENSMUSG00000005566/ENSMUSG00000030417/ENSMUSG00000030847/ENSMUSG00000031834/ENSMUSG00000000303/ENSMUSG00000034485/ENSMUSG00000031328",25
"EpiLC only","GO:0046824","positive regulation of nucleocytoplasmic transport","23/3551","74/22893",0.000581339198043948,0.00785183600263129,0.00581782633878508,"ENSMUSG00000042699/ENSMUSG00000002688/ENSMUSG00000021179/ENSMUSG00000021318/ENSMUSG00000021948/ENSMUSG00000021952/ENSMUSG00000037487/ENSMUSG00000022469/ENSMUSG00000022812/ENSMUSG00000116564/ENSMUSG00000053436/ENSMUSG00000038128/ENSMUSG00000037523/ENSMUSG00000042677/ENSMUSG00000028790/ENSMUSG00000041459/ENSMUSG00000001761/ENSMUSG00000005566/ENSMUSG00000030847/ENSMUSG00000031834/ENSMUSG00000000303/ENSMUSG00000034485/ENSMUSG00000031328",23
"EpiLC only","GO:0016925","protein sumoylation","16/3551","44/22893",0.000581848209017583,0.00785183600263129,0.00581782633878508,"ENSMUSG00000026021/ENSMUSG00000037868/ENSMUSG00000020738/ENSMUSG00000021575/ENSMUSG00000042354/ENSMUSG00000015120/ENSMUSG00000024927/ENSMUSG00000044303/ENSMUSG00000028964/ENSMUSG00000055385/ENSMUSG00000005566/ENSMUSG00000052833/ENSMUSG00000052997/ENSMUSG00000034472/ENSMUSG00000006932/ENSMUSG00000025266",16
"EpiLC only","GO:0006284","base-excision repair","15/3551","40/22893",0.000588563391470671,0.00792548395950464,0.00587239587171367,"ENSMUSG00000026048/ENSMUSG00000026496/ENSMUSG00000036875/ENSMUSG00000056758/ENSMUSG00000054051/ENSMUSG00000035960/ENSMUSG00000035121/ENSMUSG00000046711/ENSMUSG00000027342/ENSMUSG00000028884/ENSMUSG00000029591/ENSMUSG00000012483/ENSMUSG00000038644/ENSMUSG00000059263/ENSMUSG00000025261",15
"EpiLC only","GO:2001020","regulation of response to DNA damage stimulus","61/3551","262/22893",0.000594315680647,0.00798587935914156,0.00591714590809133,"ENSMUSG00000026389/ENSMUSG00000016526/ENSMUSG00000042699/ENSMUSG00000028354/ENSMUSG00000026526/ENSMUSG00000026496/ENSMUSG00000026603/ENSMUSG00000019773/ENSMUSG00000020063/ENSMUSG00000033307/ENSMUSG00000020038/ENSMUSG00000056758/ENSMUSG00000034274/ENSMUSG00000020482/ENSMUSG00000035455/ENSMUSG00000020122/ENSMUSG00000016984/ENSMUSG00000059474/ENSMUSG00000021264/ENSMUSG00000021400/ENSMUSG00000021948/ENSMUSG00000021918/ENSMUSG00000054051/ENSMUSG00000115338/ENSMUSG00000021932/ENSMUSG00000022061/ENSMUSG00000037487/ENSMUSG00000037991/ENSMUSG00000022672/ENSMUSG00000019432/ENSMUSG00000024054/ENSMUSG00000041238/ENSMUSG00000027351/ENSMUSG00000027323/ENSMUSG00000027342/ENSMUSG00000042821/ENSMUSG00000027569/ENSMUSG00000051675/ENSMUSG00000044303/ENSMUSG00000028863/ENSMUSG00000028884/ENSMUSG00000078521/ENSMUSG00000002221/ENSMUSG00000057406/ENSMUSG00000035234/ENSMUSG00000030166/ENSMUSG00000004446/ENSMUSG00000030330/ENSMUSG00000030346/ENSMUSG00000038028/ENSMUSG00000005566/ENSMUSG00000030528/ENSMUSG00000059263/ENSMUSG00000030655/ENSMUSG00000030689/ENSMUSG00000031446/ENSMUSG00000009628/ENSMUSG00000034218/ENSMUSG00000032344/ENSMUSG00000032409/ENSMUSG00000000838",61
"EpiLC only","GO:0010660","regulation of muscle cell apoptotic process","28/3551","97/22893",0.000602156083571508,0.00807401625248435,0.00598245103409454,"ENSMUSG00000057329/ENSMUSG00000026509/ENSMUSG00000019795/ENSMUSG00000019789/ENSMUSG00000020063/ENSMUSG00000020427/ENSMUSG00000078812/ENSMUSG00000060216/ENSMUSG00000072949/ENSMUSG00000041415/ENSMUSG00000054021/ENSMUSG00000021670/ENSMUSG00000021936/ENSMUSG00000042406/ENSMUSG00000022469/ENSMUSG00000022812/ENSMUSG00000024515/ENSMUSG00000024975/ENSMUSG00000015839/ENSMUSG00000027996/ENSMUSG00000044303/ENSMUSG00000042677/ENSMUSG00000038028/ENSMUSG00000030847/ENSMUSG00000062991/ENSMUSG00000031688/ENSMUSG00000004099/ENSMUSG00000045414",28
"EpiLC only","GO:0021537","telencephalon development","60/3551","257/22893",0.000609130324507311,0.00815018960731439,0.00603889176335777,"ENSMUSG00000026385/ENSMUSG00000045382/ENSMUSG00000026686/ENSMUSG00000063659/ENSMUSG00000020456/ENSMUSG00000020122/ENSMUSG00000018395/ENSMUSG00000048895/ENSMUSG00000002900/ENSMUSG00000001496/ENSMUSG00000021068/ENSMUSG00000063450/ENSMUSG00000021112/ENSMUSG00000041415/ENSMUSG00000084883/ENSMUSG00000021318/ENSMUSG00000055254/ENSMUSG00000021835/ENSMUSG00000040040/ENSMUSG00000047921/ENSMUSG00000022623/ENSMUSG00000006134/ENSMUSG00000022528/ENSMUSG00000022812/ENSMUSG00000022883/ENSMUSG00000043557/ENSMUSG00000001227/ENSMUSG00000024304/ENSMUSG00000042401/ENSMUSG00000043969/ENSMUSG00000026883/ENSMUSG00000000247/ENSMUSG00000023391/ENSMUSG00000005089/ENSMUSG00000027358/ENSMUSG00000051177/ENSMUSG00000027274/ENSMUSG00000028640/ENSMUSG00000025128/ENSMUSG00000074637/ENSMUSG00000046743/ENSMUSG00000014030/ENSMUSG00000008575/ENSMUSG00000028519/ENSMUSG00000028655/ENSMUSG00000042453/ENSMUSG00000029104/ENSMUSG00000036817/ENSMUSG00000029546/ENSMUSG00000029563/ENSMUSG00000001761/ENSMUSG00000037020/ENSMUSG00000093238/ENSMUSG00000030852/ENSMUSG00000039842/ENSMUSG00000031565/ENSMUSG00000062991/ENSMUSG00000032030/ENSMUSG00000042757/ENSMUSG00000006932",60
"EpiLC only","GO:0000725","recombinational repair","41/3551","160/22893",0.000623132540039952,0.00831419882119818,0.00616041456694368,"ENSMUSG00000041859/ENSMUSG00000026048/ENSMUSG00000026107/ENSMUSG00000026355/ENSMUSG00000026496/ENSMUSG00000025374/ENSMUSG00000020413/ENSMUSG00000035455/ENSMUSG00000059474/ENSMUSG00000020608/ENSMUSG00000021264/ENSMUSG00000076430/ENSMUSG00000054051/ENSMUSG00000022429/ENSMUSG00000037991/ENSMUSG00000024054/ENSMUSG00000041238/ENSMUSG00000024943/ENSMUSG00000027323/ENSMUSG00000027353/ENSMUSG00000027639/ENSMUSG00000027569/ENSMUSG00000078773/ENSMUSG00000028224/ENSMUSG00000045751/ENSMUSG00000028863/ENSMUSG00000028884/ENSMUSG00000078521/ENSMUSG00000028933/ENSMUSG00000035266/ENSMUSG00000029283/ENSMUSG00000041147/ENSMUSG00000012483/ENSMUSG00000030166/ENSMUSG00000030346/ENSMUSG00000030243/ENSMUSG00000030528/ENSMUSG00000009628/ENSMUSG00000031928/ENSMUSG00000034218/ENSMUSG00000032344",41
