PeakID (cmd=annotatePeaks.pl tss mm10 -list ../data/raw/KDM5C_unbound_allgerm_HOMER.txt -m E2F.motif -size -300,300)	Chr	Start	End	Strand	Not Used	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	CpG%	GC%	E2F Distance From Peak(sequence,strand,conservation)
NM_182694	chr7	29169910	29170510	+	0	NA	promoter-TSS (NM_001358852)	promoter-TSS (NM_001358852)	0	NM_182694	243897		NM_182694	ENSMUSG00000031493	Ggn	-	gametogenetin	protein-coding	0.041667	0.570715	
NM_198635	chr10	75954214	75954814	+	0	NA	promoter-TSS (NM_198635)	promoter-TSS (NM_198635)	0	NM_198635	333669		NM_198635	ENSMUSG00000033255	Gm5134	EG333669	predicted gene 5134	protein-coding	0.041667	0.585691	
NM_029289	chr3	17948144	17948744	+	0	NA	promoter-TSS (NM_029289)	promoter-TSS (NM_029289)	0	NM_029289	75439		NM_029289	ENSMUSG00000027564	Cypt12	1700001F04Rik	cysteine-rich perinuclear theca 12	protein-coding	0.021667	0.482529	
NM_001039566	chr14	63037546	63038146	-	0	NA	promoter-TSS (NM_001039566)	promoter-TSS (NM_001039566)	0	NM_001039566	73670		NM_001039566	ENSMUSG00000075571	Defb30	2410125J01Rik|4930449O14Rik|BD-30|mBD-30	defensin beta 30	protein-coding	0.010000	0.455907	
NM_029375	chr2	130404959	130405559	+	0	NA	promoter-TSS (NM_001163483)	promoter-TSS (NM_001163483)	0	NM_029375	75656		NM_029375	ENSMUSG00000027409	1700020A23Rik	-	RIKEN cDNA 1700020A23 gene	protein-coding	0.001667	0.510815	
NM_025545	chr4	40702616	40703216	-	0	NA	promoter-TSS (NM_025545)	promoter-TSS (NM_025545)	0	NM_025545	66408		NM_025545	ENSMUSG00000028411	Aptx	2410016G21Rik|FHA-HIT	aprataxin	protein-coding	0.045000	0.532446	
NM_009581	chr1	130629306	130629906	-	0	NA	promoter-TSS (NM_009581)	promoter-TSS (NM_009581)	0	NM_009581	22789		NM_009581	ENSMUSG00000042554	Zp3r	SP56	zona pellucida 3 receptor	protein-coding	0.003333	0.420965	
NM_199471	chr9	110826390	110826990	+	0	NA	promoter-TSS (NM_199471)	promoter-TSS (NM_199471)	0	NM_199471	272643		NM_199471	ENSMUSG00000058398	Prss43	Gm661|Tessp3	serine protease 43	protein-coding	0.013333	0.459235	130(TCCCGC,+,0.00)
NM_028665	chr7	92636842	92637442	-	0	NA	promoter-TSS (NM_028665)	promoter-TSS (NM_028665)	0	NM_028665	73845		NM_028665	ENSMUSG00000041343	Ankrd42	4931426M20|4933417L02Rik|Ikbn	ankyrin repeat domain 42	protein-coding	0.086667	0.612313	-52(GCGGGA,-,0.00),46(GCGGGA,-,0.00),87(TCCCGC,+,0.00)
NM_001145879	chr13	90905055	90905655	-	0	NA	promoter-TSS (NM_001145879)	promoter-TSS (NM_001145879)	0	NM_001145879	435376		NM_001145879	ENSMUSG00000078958	Atp6ap1l	EG435376	ATPase, H+ transporting, lysosomal accessory protein 1-like	protein-coding	0.016667	0.429285	
NM_001079929	chr17	25162161	25162761	+	0	NA	promoter-TSS (NM_001079929)	promoter-TSS (NM_001079929)	0	NM_001079929	207209		NM_001079929	ENSMUSG00000059562	Ccdc154	Ccdc157|Gm317|ntl	coiled-coil domain containing 154	protein-coding	0.006667	0.539101	
NM_080510	chr2	122160408	122161008	+	0	NA	promoter-TSS (NM_001379369)	promoter-TSS (NM_001379369)	0	NM_080510	70928		NM_080510	ENSMUSG00000033368	Trim69	4921519C19Rik|Rnf36|Trif|Trimless	tripartite motif-containing 69	protein-coding	0.008333	0.447587	
NR_030733	chr12	74283976	74284576	+	0	NA	promoter-TSS (NR_030734)	promoter-TSS (NR_030734)	0	NR_030733	74284		NR_030733	ENSMUSG00000121877	1700086L19Rik	1700006L05Rik	RIKEN cDNA 1700086L19 gene	ncRNA	0.088333	0.638935	-255(TCCCGC,+,0.00)
NM_020572	chr7	6995085	6995685	+	0	NA	promoter-TSS (NM_020572)	promoter-TSS (NM_020572)	0	NM_020572	20871		NM_020572	ENSMUSG00000070837	Aurkc	AIE1|AIK3|ARK-3|IAK3|Stk13	aurora kinase C	protein-coding	0.025000	0.504160	
NM_019465	chr9	41004328	41004928	-	0	NA	promoter-TSS (NM_001281954)	promoter-TSS (NM_001281954)	0	NM_019465	54698		NM_019465	ENSMUSG00000032021	Crtam	-	cytotoxic and regulatory T cell molecule	protein-coding	0.010000	0.505824	
NM_027949	chr14	31251015	31251615	-	0	NA	promoter-TSS (NM_027088)	promoter-TSS (NM_027088)	0	NM_027949	71838		NM_027949	ENSMUSG00000021902	Phf7	1700006H01Rik|1700010P14Rik	PHD finger protein 7	protein-coding	0.138333	0.722130	-300(TCCCGC,+,0.00)
NM_173029	chr1	165484883	165485483	+	0	NA	promoter-TSS (NM_173029)	promoter-TSS (NM_173029)	0	NM_173029	271639		NM_173029	ENSMUSG00000026567	Adcy10	4930431D04Rik|4931412F17|Sacy|sAC	adenylate cyclase 10	protein-coding	0.013333	0.460899	
NM_206935	chr5	77003755	77004355	+	0	NA	promoter-TSS (NM_206935)	promoter-TSS (NM_206935)	0	NM_206935	384185		NM_206935		Arl9	1700110A09Rik	ADP-ribosylation factor-like 9	protein-coding	0.013333	0.419301	
NM_177656	chr2	152415287	152415887	+	0	NA	promoter-TSS (NM_175126)	promoter-TSS (NM_175126)	0	NM_177656	228778		NM_177656	ENSMUSG00000032680	6820408C15Rik	-	RIKEN cDNA 6820408C15 gene	protein-coding	0.013333	0.492512	
NM_177850	chr2	158257941	158258541	+	0	NA	promoter-TSS (NM_177850)	promoter-TSS (NM_177850)	0	NM_177850	329547		NM_177850	ENSMUSG00000052922	Bpi	9230105K17Rik|Bpifd1	bactericidal permeablility increasing protein	protein-coding	0.038333	0.600666	-70(TCCCGC,+,0.00)
NM_025651	chr9	105395062	105395662	+	0	NA	promoter-TSS (NM_172461)	promoter-TSS (NM_172461)	0	NM_025651	66595		NM_025651	ENSMUSG00000032567	Aste1	1100001A21Rik	asteroid homolog 1	protein-coding	0.096667	0.637271	
NM_198251	chr6	23650005	23650605	-	0	NA	promoter-TSS (NM_198251)	promoter-TSS (NM_198251)	0	NM_198251	386611		NM_198251	ENSMUSG00000051956	Rnf133	Greul2	ring finger protein 133	protein-coding	0.006667	0.374376	
NM_177765	chr7	80246076	80246676	+	0	NA	promoter-TSS (NM_177765)	promoter-TSS (NM_177765)	0	NM_177765	269954		NM_177765	ENSMUSG00000045467	Ttll13	1700111A04Rik|4921538O11	tubulin tyrosine ligase-like family, member 13	protein-coding	0.078333	0.602329	
NM_001368235	chr3	124580791	124581391	-	0	NA	promoter-TSS (NR_160692)	promoter-TSS (NR_160692)	0	NM_001368235	384775		NM_001368235	ENSMUSG00000039174	1700003H04Rik	4930538K10Rik|4933400D22Rik	RIKEN cDNA 1700003H04 gene	protein-coding	0.003333	0.397671	
NM_027617	chr3	146499453	146500053	-	0	NA	promoter-TSS (NM_001316756)	promoter-TSS (NM_001316756)	0	NM_027617	70951		NM_027617	ENSMUSG00000028188	Spata1	4921536I21Rik|SP-2	spermatogenesis associated 1	protein-coding	0.153333	0.780366	-133(GCGGGA,-,0.00),211(TCCCGC,+,0.00)
NM_198615	chr10	80387351	80387951	-	0	NA	promoter-TSS (NM_198615)	promoter-TSS (NM_198615)	0	NM_198615	237400		NM_198615	ENSMUSG00000048696	Mex3d	Rkhd1	mex3 RNA binding family member D	protein-coding	0.161667	0.815308	-200(TCCCGC,+,0.00),-27(GCGGGA,-,0.00),267(GCGGGA,-,0.00)
NM_023898	chr6	136954223	136954823	+	0	NA	promoter-TSS (NM_023898)	promoter-TSS (NM_023898)	0	NM_023898	78600		NM_023898	ENSMUSG00000064330	Pde6h	A930033D18Rik|PDEgamma	phosphodiesterase 6H, cGMP-specific, cone, gamma	protein-coding	0.013333	0.442596	
NM_025585	chr13	97034062	97034662	-	0	NA	promoter-TSS (NM_025585)	promoter-TSS (NM_025585)	0	NM_025585	66479		NM_025585	ENSMUSG00000052075	1700029F12Rik	-	RIKEN cDNA 1700029F12 gene	protein-coding	0.003333	0.422629	
NM_028959	chr13	74061985	74062585	-	0	NA	promoter-TSS (NM_028959)	promoter-TSS (NM_028959)	0	NM_028959	74470		NM_028959	ENSMUSG00000021572	Cep72	2610029E11Rik|4933440J22Rik	centrosomal protein 72	protein-coding	0.070000	0.638935	-43(TCCCGC,+,0.00)
NR_029566	chr2	74725770	74726370	+	0	NA	promoter-TSS (NR_029566)	promoter-TSS (NR_029566)	0	NR_029566	387144		NR_029566	ENSMUSG00000065500	Mir10b	Mirn10b|mir-10b|mmu-mir-10b	microRNA 10b	ncRNA	0.023333	0.482529	
NM_178872	chr18	46212307	46212907	-	0	NA	promoter-TSS (NM_178872)	promoter-TSS (NM_178872)	0	NM_178872	28105		NM_178872	ENSMUSG00000033949	Trim36	D18Wsu100e|haprin	tripartite motif-containing 36	protein-coding	0.050000	0.577371	-257(TCCCGC,+,0.00)
NM_028666	chr2	151973681	151974281	-	0	NA	promoter-TSS (NM_001289151)	promoter-TSS (NM_001289151)	0	NM_028666	73847		NM_028666	ENSMUSG00000027459	Fam110a	1700008J10Rik|5430432M24Rik	family with sequence similarity 110, member A	protein-coding	0.051667	0.610649	-188(TCCCGC,+,0.00),33(GCGGGA,-,0.00)
NM_001001177	chr17	34398520	34399120	+	0	NA	promoter-TSS (NM_001163855)	promoter-TSS (NM_001163855)	0	NM_001001177	407788		NM_001001177	ENSMUSG00000057246	Tsbp1	NG8|TSBP|Tesb|Tesbp	testis expressed basic protein 1	protein-coding	0.055000	0.570715	289(TCCCGC,+,0.00)
NM_001033669	chr11	62846823	62847423	+	0	NA	promoter-TSS (NM_001033669)	promoter-TSS (NM_001033669)	0	NM_001033669	213980		NM_001033669	ENSMUSG00000090173	Fbxw10	Fbw10|HREP|SM25H2|SM2SH2	F-box and WD-40 domain protein 10	protein-coding	0.013333	0.430948	
NM_028376	chr12	4768995	4769595	+	0	NA	promoter-TSS (NM_001361147)	promoter-TSS (NM_001361147)	0	NM_028376	382562		NM_028376	ENSMUSG00000020639	Pfn4	2900024P18Rik	profilin family, member 4	protein-coding	0.081667	0.620632	-148(GCGGGA,-,0.00),131(GCGGGA,-,0.00)
NM_029202	chr6	18866018	18866618	+	0	NA	promoter-TSS (NM_029202)	promoter-TSS (NM_029202)	0	NM_029202	75196		NM_029202	ENSMUSG00000029517	Ankrd7	4930532L20Rik	ankyrin repeat domain 7	protein-coding	0.021667	0.465890	
NM_001195726	chr12	103314659	103315259	+	0	NA	promoter-TSS (NR_136894)	promoter-TSS (NR_136894)	0	NM_001195726	100504156		NM_001195726	ENSMUSG00000096753	Fam181a	EG544888	family with sequence similarity 181, member A	protein-coding	0.036667	0.592346	
NM_001085393	chrX	21068130	21068730	+	0	NA	promoter-TSS (NM_001085393)	promoter-TSS (NM_001085393)	0	NM_001085393	278203		NM_001085393	ENSMUSG00000037167	Spaca5	Gm718|Lyze	sperm acrosome associated 5	protein-coding	0.005000	0.424293	
NM_029379	chr9	40147822	40148422	+	0	NA	promoter-TSS (NM_001359300)	promoter-TSS (NM_001359300)	0	NM_029379	75667		NM_029379	ENSMUSG00000040541	Tmem225	1700030E15Rik|Tnen225	transmembrane protein 225	protein-coding	0.005000	0.442596	
NM_029294	chr12	34984461	34985061	+	0	NA	promoter-TSS (NM_029294)	promoter-TSS (NM_029294)	0	NM_029294	75456		NM_029294	ENSMUSG00000092305	Prps1l1	1700011K15Rik	phosphoribosyl pyrophosphate synthetase 1-like 1	protein-coding	0.018333	0.449251	
NM_172901	chr7	50598890	50599490	+	0	NA	promoter-TSS (NM_172901)	promoter-TSS (NM_172901)	0	NM_172901	243996		NM_172901	ENSMUSG00000084234	4933405O20Rik	-	RIKEN cDNA 4933405O20 gene	protein-coding	0.010000	0.410982	
NM_026094	chr10	80538824	80539424	-	0	NA	promoter-TSS (NM_026094)	promoter-TSS (NM_026094)	0	NM_026094	67331		NM_026094	ENSMUSG00000003341	Atp8b3	1700042F02Rik|1700056N23Rik|ATPIK|SAPLT	ATPase, class I, type 8B, member 3	protein-coding	0.046667	0.617304	
NM_001033874	chr2	28699861	28700461	+	0	NA	promoter-TSS (NM_001033874)	promoter-TSS (NM_001033874)	0	NM_001033874	68870		NM_001033874	ENSMUSG00000026807	Ak8	1190002A17Rik|AK 8	adenylate kinase 8	protein-coding	0.053333	0.585691	
NM_001081202	chr4	98726454	98727054	+	0	NA	promoter-TSS (NM_001081202)	promoter-TSS (NM_001081202)	0	NM_001081202	381591		NM_001081202	ENSMUSG00000087166	L1td1	ECAT11	LINE-1 type transposase domain containing 1	protein-coding	0.048333	0.610649	
NM_001166646	chrX	54530908	54531508	+	0	NA	promoter-TSS (NM_001166646)	promoter-TSS (NM_001166646)	0	NM_001166646	100040867		NM_001166646	ENSMUSG00000096468	Gm16405	EG625802	predicted gene 16405	protein-coding	0.015000	0.474210	
NM_025752	chr19	42051928	42052528	+	0	NA	promoter-TSS (NM_025752)	promoter-TSS (NM_025752)	0	NM_025752	66765		NM_025752	ENSMUSG00000090369	4933411K16Rik	-	RIKEN cDNA 4933411K16 gene	protein-coding	0.011667	0.549085	
NM_029594	chr5	123482323	123482923	-	0	NA	promoter-TSS (NM_029594)	promoter-TSS (NM_029594)	0	NM_029594	76399		NM_029594	ENSMUSG00000029437	Il31	1700013B14Rik	interleukin 31	protein-coding	0.010000	0.465890	
NR_037239	chr14	64590885	64591485	+	0	NA	promoter-TSS (NR_162797).3	promoter-TSS (NR_162797).3	0	NR_037239	100526520		NR_037239	ENSMUSG00000092972	Mir3078	mmu-mir-3078	microRNA 3078	ncRNA	0.031667	0.534110	
NM_009434	chr7	143502224	143502824	-	0	NA	promoter-TSS (NM_009434)	promoter-TSS (NM_009434)	0	NM_009434	22113		NM_009434	ENSMUSG00000010760	Phlda2	Ipl|Tssc3	pleckstrin homology like domain, family A, member 2	protein-coding	0.078333	0.623960	
NM_183166	chr7	41032419	41033019	+	0	NA	promoter-TSS (NM_183166)	promoter-TSS (NM_183166)	0	NM_183166	233164		NM_183166	ENSMUSG00000048312	Gm4884	4930549O06|EG233164	predicted gene 4884	protein-coding	0.005000	0.410982	
NM_029343	chr13	75967439	75968039	+	0	NA	promoter-TSS (NM_029343)	promoter-TSS (NM_029343)	0	NM_029343	75571		NM_029343	ENSMUSG00000021590	Spata9	1700030K01Rik|4930599C08Rik|A930023H06Rik	spermatogenesis associated 9	protein-coding	0.005000	0.459235	
NM_177706	chr10	18786493	18787093	-	0	NA	promoter-TSS (NM_177706)	promoter-TSS (NM_177706)	0	NM_177706	237300		NM_177706	ENSMUSG00000044624	Gm4922	4933423E17|EG237300	predicted gene 4922	protein-coding	0.005000	0.405990	
NM_026134	chrX	111110118	111110718	+	0	NA	promoter-TSS (NM_026134)	promoter-TSS (NM_026134)	0	NM_026134	67407		NM_026134	ENSMUSG00000073001	Cylc1	4930401M13Rik	cylicin, basic protein of sperm head cytoskeleton 1	protein-coding	0.001667	0.306156	
NM_028938	chr3	155093134	155093734	+	0	NA	promoter-TSS (NM_028938)	promoter-TSS (NM_028938)	0	NM_028938	74435		NM_028938	ENSMUSG00000028182	Lrriq3	4930438B07Rik|4930511J15Rik|4933403H06Rik|Lrrc44	leucine-rich repeats and IQ motif containing 3	protein-coding	0.075000	0.642263	
NM_030068	chr9	63602193	63602793	-	0	NA	promoter-TSS (NM_001311098)	promoter-TSS (NM_001311098)	0	NM_030068	78250		NM_030068	ENSMUSG00000037801	Iqch	4921504K03Rik	IQ motif containing H	protein-coding	0.093333	0.668885	
NM_009436	chr16	17898337	17898937	+	0	NA	promoter-TSS (NM_009436)	promoter-TSS (NM_009436)	0	NM_009436	22115		NM_009436	ENSMUSG00000045521	Tssk2	DGS-G|SPOGA2|Stk22b|Tsk2	testis-specific serine kinase 2	protein-coding	0.033333	0.579035	
NM_001104645	chr7	12684691	12685291	-	0	NA	promoter-TSS (NM_001104645)	promoter-TSS (NM_001104645)	0	NM_001104645	100042499		NM_001104645	ENSMUSG00000091045	Vmn2r55	-	vomeronasal 2, receptor 55	protein-coding	0.010000	0.497504	
NM_019873	chr17	34644514	34645114	+	0	NA	promoter-TSS (NM_019873)	promoter-TSS (NM_019873)	0	NM_019873	56299		NM_019873	ENSMUSG00000033739	Fkbpl	DIR1|NG7|Ppiase-X|Wisp39	FK506 binding protein-like	protein-coding	0.031667	0.487521	-47(GCGGGA,-,0.00)
NM_199309	chr16	32495981	32496581	+	0	NA	promoter-TSS (NM_199309)	promoter-TSS (NM_199309)	0	NM_199309	245308		NM_199309	ENSMUSG00000052363	Zdhhc19	Gm1744|Gm616	zinc finger, DHHC domain containing 19	protein-coding	0.008333	0.485857	
NM_023546	chrY	79666779	79667379	-	0	NA	promoter-TSS (NM_001373884).2	promoter-TSS (NM_001373884).2	0	NM_023546	70009		NM_023546	ENSMUSG00000095302	Ssty2	1700029H17Rik|pc11	spermiogenesis specific transcript on the Y 2	protein-coding	0.006667	0.392679	
NM_178387	chr5	73651080	73651680	+	0	NA	promoter-TSS (NM_178387)	promoter-TSS (NM_178387)	0	NM_178387	73472		NM_178387	ENSMUSG00000029155	Spata18	1700067I02Rik|Mieap	spermatogenesis associated 18	protein-coding	0.080000	0.638935	
NM_027018	chr10	112059889	112060489	+	0	NA	promoter-TSS (NM_027018)	promoter-TSS (NM_027018)	0	NM_027018	69286		NM_027018	ENSMUSG00000020213	Glipr1l1	1700011E04Rik	GLI pathogenesis-related 1 like 1	protein-coding	0.023333	0.489185	
NM_027022	chr8	104292881	104293481	-	0	NA	promoter-TSS (NM_027022)	promoter-TSS (NM_027022)	0	NM_027022	73381		NM_027022	ENSMUSG00000074127	Cmtm2a	1700001K04Rik|1700041N15Rik|1700063K20Rik|ARR19|C32|CKLF3|CKLF4|CKLF5|Cklf|Cklf1|Cklfsf2-1b|Cklfsf2a|UCK-1	CKLF-like MARVEL transmembrane domain containing 2A	protein-coding	0.031667	0.559068	
NR_035455	chr11	69662743	69663343	+	0	NA	promoter-TSS (NR_035455)	promoter-TSS (NR_035455)	0	NR_035455	100316840		NR_035455	ENSMUSG00000088752	Mir1934	mir-1934|mmu-mir-1934	microRNA 1934	ncRNA	0.045000	0.535774	
NM_027302	chrX	65047344	65047944	+	0	NA	promoter-TSS (NM_027302)	promoter-TSS (NM_027302)	0	NM_027302	70062		NM_027302	ENSMUSG00000031181	Ctag2	1700030B21Rik	cancer/testis antigen 2	protein-coding	0.018333	0.444260	
NM_172258	chr11	55151408	55152008	-	0	NA	promoter-TSS (NM_001363468)	promoter-TSS (NM_001363468)	0	NM_172258	215332		NM_172258	ENSMUSG00000049491	Slc36a3	PAT3|TRAMD2|tramdorin2	solute carrier family 36 (proton/amino acid symporter), member 3	protein-coding	0.005000	0.524126	
NM_177384	chr2	32775333	32775933	-	0	NA	promoter-TSS (NM_001290567)	promoter-TSS (NM_001290567)	0	NM_177384	338348		NM_177384	ENSMUSG00000039021	Ttc16	1200002K10Rik	tetratricopeptide repeat domain 16	protein-coding	0.070000	0.620632	
NM_029408	chr5	120588723	120589323	+	0	NA	promoter-TSS (NM_145853)	promoter-TSS (NM_145853)	0	NM_029408	75732		NM_029408	ENSMUSG00000029601	Iqcd	4933433C09Rik	IQ motif containing D	protein-coding	0.045000	0.572379	-20(TCCCGC,+,0.00)
NM_023894	chrX	37901470	37902070	-	0	NA	promoter-TSS (NM_023894)	promoter-TSS (NM_023894)	0	NM_023894	104384		NM_023894	ENSMUSG00000068048	Rhox9	1600026O01Rik|Gpbox|Psx2	reproductive homeobox 9	protein-coding	0.041667	0.554077	
NM_029306	chr9	14770730	14771330	-	0	NA	promoter-TSS (NM_029306)	promoter-TSS (NM_029306)	0	NM_029306	69325		NM_029306	ENSMUSG00000031927	1700012B09Rik	1700007P19Rik	RIKEN cDNA 1700012B09 gene	protein-coding	0.040000	0.602329	
NM_177791	chr8	105413202	105413802	-	0	NA	promoter-TSS (NM_001170788)	promoter-TSS (NM_001170788)	0	NM_177791	279499		NM_177791	ENSMUSG00000051648	Kctd19	4922504H04Rik	potassium channel tetramerisation domain containing 19	protein-coding	0.063333	0.637271	
NM_008933	chr16	10791805	10792405	-	0	NA	promoter-TSS (NM_008933)	promoter-TSS (NM_008933)	0	NM_008933	19119		NM_008933	ENSMUSG00000038015	Prm2	Prm-2	protamine 2	protein-coding	0.020000	0.567388	
NM_001195074	chr3	32491669	32492269	-	0	NA	promoter-TSS (NM_001195074)	promoter-TSS (NM_001195074)	0	NM_001195074	100502876		NM_001195074	ENSMUSG00000091091	Kcnmb3	EG435726|Gm5707	potassium large conductance calcium-activated channel, subfamily M, beta member 3	protein-coding	0.018333	0.564060	
NM_172818	chr15	88954118	88954718	-	0	NA	promoter-TSS (NM_172818)	promoter-TSS (NM_172818)	0	NM_172818	239591		NM_172818	ENSMUSG00000022388	Ttll8	1700019P01Rik|4933401B17	tubulin tyrosine ligase-like family, member 8	protein-coding	0.056667	0.599002	
NM_010623	chr4	138261951	138262551	+	0	NA	promoter-TSS (NM_001190978)	promoter-TSS (NM_001190978)	0	NM_010623	16559		NM_010623	ENSMUSG00000028758	Kif17	5930435E01Rik|Kif17b|mKIAA1405	kinesin family member 17	protein-coding	0.103333	0.720466	76(GCGGGA,-,0.00)
NR_028556	chr17	71630979	71631579	+	0	NA	promoter-TSS (NR_028556)	promoter-TSS (NR_028556)	0	NR_028556	100217462		NR_028556	ENSMUSG00000093289	Snord92	MBII-316	small nucleolar RNA, C/D box 92	snoRNA	0.008333	0.384359	
NM_009056	chr17	56830708	56831308	-	0	NA	promoter-TSS (NM_027787)	promoter-TSS (NM_027787)	0	NM_009056	19725		NM_009056	ENSMUSG00000024206	Rfx2	5430432H19Rik	regulatory factor X, 2 (influences HLA class II expression)	protein-coding	0.118333	0.743760	-294(TCCCGC,+,0.00),-31(GCGGGA,-,0.00),-20(GCGGGA,-,0.00),89(GCGGGA,-,0.00)
NM_001024841	chr3	95240809	95241409	-	0	NA	promoter-TSS (NM_001024841)	promoter-TSS (NM_001024841)	0	NM_001024841	229588		NM_001024841	ENSMUSG00000068860	Gm128	Ment|pmis1	predicted gene 128	protein-coding	0.040000	0.580699	
NM_145574	chr6	29398626	29399226	+	0	NA	promoter-TSS (NM_145574)	promoter-TSS (NM_145574)	0	NM_145574	232664		NM_145574	ENSMUSG00000029769	Ccdc136	4921511K06Rik	coiled-coil domain containing 136	protein-coding	0.008333	0.479201	
NM_026236	chr9	119894595	119895195	+	0	NA	promoter-TSS (NM_026236)	promoter-TSS (NM_026236)	0	NM_026236	67561		NM_026236	ENSMUSG00000032512	Wdr48	8430408H12Rik|Uaf1|mKIAA1449	WD repeat domain 48	protein-coding	0.111667	0.697171	-144(TCCCGC,+,0.00),-46(GCGGGA,-,0.00)
NR_033605	chr7	28496641	28497241	+	0	NA	promoter-TSS (NR_033605)	promoter-TSS (NR_033605)	0	NR_033605	70001		NR_033605	ENSMUSG00000099417	1700028B04Rik	-	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8 pseudogene	pseudo	0.031667	0.539101	
NM_027583	chr3	26637331	26637931	+	0	NA	promoter-TSS (NM_027583)	promoter-TSS (NM_027583)	0	NM_027583	70862		NM_027583	ENSMUSG00000039335	Spata16	4921511F01Rik|4930503K02Rik|Nyd-sp12	spermatogenesis associated 16	protein-coding	0.028333	0.485857	
NM_007810	chr9	54193443	54194043	-	0	NA	promoter-TSS (NM_007810)	promoter-TSS (NM_007810)	0	NM_007810	13075		NM_007810	ENSMUSG00000032274	Cyp19a1	Ar|ArKO|Cyp19|Int-5|Int5|p450arom	cytochrome P450, family 19, subfamily a, polypeptide 1	protein-coding	0.010000	0.410982	
NM_027049	chr7	44374730	44375330	-	0	NA	promoter-TSS (NM_027049)	promoter-TSS (NM_027049)	0	NM_027049	69349		NM_027049	ENSMUSG00000008028	1700008O03Rik	-	RIKEN cDNA 1700008O03 gene	protein-coding	0.016667	0.557404	
NM_177697	chr7	120739257	120739857	+	0	NA	promoter-TSS (NM_177697)	promoter-TSS (NM_177697)	0	NM_177697	233813		NM_177697	ENSMUSG00000030889	Vwa3a	E030013G06Rik	von Willebrand factor A domain containing 3A	protein-coding	0.011667	0.542429	
NM_027599	chr5	107431249	107431849	+	0	NA	promoter-TSS (NM_027599)	promoter-TSS (NM_027599)	0	NM_027599	70902		NM_027599	ENSMUSG00000033794	Lpcat2b	4921521K07Rik|Aytl1b	lysophosphatidylcholine acyltransferase 2B	protein-coding	0.010000	0.419301	
NM_183131	chr7	126831196	126831796	-	0	NA	promoter-TSS (NM_183131)	promoter-TSS (NM_183131)	0	NM_183131	78118		NM_183131	ENSMUSG00000045989	4930451I11Rik	Fimp	RIKEN cDNA 4930451I11 gene	protein-coding	0.008333	0.514143	
NM_027717	chr14	41068908	41069508	-	0	NA	promoter-TSS (NM_027717)	promoter-TSS (NM_027717)	0	NM_027717	71200		NM_027717	ENSMUSG00000021791	Dydc2	4933428D01Rik	DPY30 domain containing 2	protein-coding	0.001667	0.439268	
NM_153168	chr9	123366627	123367227	+	0	NA	promoter-TSS (NM_153168)	promoter-TSS (NM_153168)	0	NM_153168	102436		NM_153168	ENSMUSG00000035202	Lars2	Kiaa0028|LEURS	leucyl-tRNA synthetase, mitochondrial	protein-coding	0.051667	0.584027	-64(TCCCGC,+,0.00)
NR_030450	chr12	69763644	69764244	-	0	NA	promoter-TSS (NR_030450)	promoter-TSS (NR_030450)	0	NR_030450	751538		NR_030450	ENSMUSG00000076065	Mir681	Mirn681|mmu-mir-681	microRNA 681	ncRNA	0.011667	0.490849	98(GCGGGA,-,0.00)
NM_001002787	chr4	43983204	43983804	+	0	NA	promoter-TSS (NM_001002787)	promoter-TSS (NM_001002787)	0	NM_001002787	442829		NM_001002787	ENSMUSG00000070999	Ccin	4933417A14Rik	calicin	protein-coding	0.030000	0.534110	
NM_173861	chr16	64602031	64602631	-	0	NA	promoter-TSS (NM_173861)	promoter-TSS (NM_173861)	0	NM_173861	224291		NM_173861	ENSMUSG00000068167	Csnka2ip	Ckt2	casein kinase 2, alpha prime interacting protein	protein-coding	0.005000	0.376040	
